GeneID,Name
LOC574804,574804 homeobox protein Hox-A7	K09307 HOX_7; homeobox protein HoxA/B7
LOC579267,579267 GS homeobox 1	K09310 GSH; homeobox protein GSH
LOC100891357,100891357 homeobox protein unplugged	K09321 GBX; homeobox protein GBX
LOC577485,577485 motor neuron and pancreas homeobox protein 1	K08025 HLXB9; homeobox protein HB9
LOC577108,577108 homeobox protein MOX-2	K09322 MEOX; homeobox protein MOX
LOC577823,577823 homeobox protein Nkx-2.5	K09345 NKX2-5; homeobox protein Nkx-2.5
LOC579532,579532 homeobox protein Hmx	K09995 NKX3-2; homeobox protein Nkx-3.2
LOC576870,576870 homeobox protein Nkx-6.2	K08030 NKX6-1; homeobox protein Nkx-6.1
LOC100892685,100892685 H2.0-like homeobox protein	K09339 HLX1; homeobox protein HLX1
LOC577702,577702 homeobox protein EMX1	K09317 EMX; homeobox protein EMX
LOC100893580,100893580 retinal homeobox protein Rax	K09341 MSX; homeobox protein MSX
LOC575826,575826 hematopoietically-expressed homeobox protein HHEX homolog	K08024 HHEX; homeobox protein HEX
LOC580358,580358 barH-like 2 homeobox protein	K09360 BARHL; BarH-like
LOC575572,575572 retinal homeobox protein Rx1	K09452 ARX; homeobox protein aristaless-related
LOC580069,580069 ALX homeobox protein 1	K09451 ALX4; homeobox protein aristaless-like 4
LOC577625,577625 homeobox protein unc-4 homolog isoform X1	K09328 UNC4; homeobox protein Unc-4
LOC582334,582334 paired mesoderm homeobox protein 1	K09329 PRRX; paired mesoderm homeobox protein
LOC593067,593067 paired mesoderm homeobox protein 2B	K09330 PHOX2; paired mesoderm homeobox protein 2
LOC576952,576952 segmentation protein paired	K09332 RAX; retina and anterior neural fold homeobox protein
LOC575706,575706 visual system homeobox 2	K09336 VSX2; visual system homeobox protein 2
LOC575591,575591 LOW QUALITY PROTEIN: diencephalon/mesencephalon homeobox protein 1-B	K24893 DMBX1; diencephalon/mesencephalon homeobox protein 1
LOC100892706,100892706 homeodomain-only protein	K24897 HOPX; homeodomain-only protein
LOC576377,576377 paired box protein Pax-2a isoform X3	K15608 PAX2; paired box protein 2
LOC100892714,100892714 paired box protein Pax-6 isoform X1	K08031 PAX6; paired box protein 6
LOC574563,574563 paired box protein Pax-6	K08031 PAX6; paired box protein 6
LOC576365,576365 insulin gene enhancer protein ISL-1	K09370 ISL1; insulin gene enhancer protein ISL-1
LOC585635,585635 LIM homeobox transcription factor 1-beta isoform X1	K09371 LMX1; LIM homeobox transcription factor 1
LOC576656,576656 LIM/homeobox protein Lhx9	K09373 LHX2_9; LIM homeobox protein 2/9
LOC575191,575191 LIM/homeobox protein Lhx4	K09374 LHX3_4; LIM homeobox protein 3/4
LOC582554,582554 cysteine and glycine-rich protein 1 isoform X2	K09377 CSRP; cysteine and glycine-rich protein
LOC577601,"577601 POU domain	K09365 POU3F; POU domain transcription factor, class 3"
LOC581646,"581646 POU domain	K09366 POU4F; POU domain transcription factor, class 4"
LOC580734,"580734 POU domain	K09368 POU6F; POU domain transcription factor, class 6"
LOC764728,"764728 uncharacterized protein LOC764728	K08036 TCF1; transcription factor 1, hepatocyte nuclear factor 1-alpha"
LOC594572,594572 homeobox-containing protein 1	K24885 HMBOX1; homeobox-containing protein 1
LOC576281,576281 homeobox protein SIX6	K19473 SIX3_6; homeobox protein SIX3/6
LOC594820,594820 zinc finger E-box-binding homeobox 2 isoform X3	K23560 ZEB2; zinc finger homeobox protein 2
LOC575361,575361 homeobox protein cut-like 1	K09313 CUTL; homeobox protein cut-like
LOC576148,576148 prox1; prospero homeobox protein 1	K20211 PROX1; prospero homeobox 1
LOC580181,580181 pre-B-cell leukemia transcription factor 1 isoform X1	K15610 PBX3; pre-B-cell leukemia transcription factor 3
LOC757216,757216 homeobox protein Meis1	K15613 MEIS1; homeobox protein Meis1
LOC105436421,105436421 homeobox protein Mohawk-like	K24890 MKX; homeobox protein Mohawk
LOC591795,591795 homeobox protein PKNOX1 isoform X1	K24891 PKNOX; homeobox protein PKNOX
LOC105444658,"105444658 homeobox protein HB1-like	K09362 K09362; homeo domain only family, other"
LOC575199,575199 forkhead box protein C2-B	K09396 FOXC; forkhead box protein C
LOC590815,590815 forkhead box protein N3	K09407 FOXN; forkhead box protein N
LOC584374,584374 forkhead box protein biniou	K09407 FOXN; forkhead box protein N
LOC100891325,100891325 transcription factor E2F8	K09391 E2F7_8; transcription factor E2F7/8
LOC594176,594176 transcription factor Dp-1	K09392 TFDP2; transcription factor Dp-2
LOC751834,751834 forkhead box protein E3	K09395 FOXB; forkhead box protein B
LOC751845,751845 forkhead box protein D1	K09397 FOXD; forkhead box protein D
LOC100891362,100891362 forkhead box protein E3	K09398 FOXE; forkhead box protein E
LOC583193,583193 forkhead box protein E3	K09398 FOXE; forkhead box protein E
LOC100892692,100892692 forkhead box protein F1-A	K09399 FOXF; forkhead box protein F
LOC753796,753796 forkhead box protein J3	K09403 FOXJ2_3; forkhead box protein J2/3
LOC588569,588569 forkhead box protein K2	K09404 FOXK; forkhead box protein K
LOC579718,579718 forkhead box protein C1-A	K09405 FOXL; forkhead box protein L
LOC577677,577677 forkhead box protein P1 isoform X1	K23582 FOXP1; forkhead box protein P1
LOC751847,751847 forkhead box protein Q1	K09410 FOXQ; forkhead box protein Q
LOC591088,591088 heat shock factor protein 1 isoform X1	K09414 HSF1; heat shock transcription factor 1
LOC592751,592751 myb-related protein B	K09420 MYB; transcriptional activator Myb
LOC753544,753544 uncharacterized protein LOC753544 isoform X1	K09453 SNAPC4; snRNA-activating protein complex subunit 4
LOC754814,754814 cyclin-D-binding Myb-like transcription factor 1 isoform X1	K21625 DMTF1; cyclin-D-binding Myb-like transcription factor 1
LOC105443915,105443915 uncharacterized protein LOC105443915	K09427 ADF1; Adh transcription factor 1
LOC591914,591914 ETS-related transcription factor Elf-1 isoform X1	K09428 ELF1_2_4; E74-like factor 1/2/4
LOC763033,763033 ETS-related transcription factor Elf-2 isoform X1	K09429 K09429; E74-like factor 3
LOC582205,582205 uncharacterized protein LOC582205 isoform X2	K17102 EHF; ETS homologous factor
LOC580556,580556 ETS translocation variant 1 isoform X2	K09431 ETV1; ets translocation variant 1
LOC591714,591714 ets DNA-binding protein pokkuri	K03211 ETV6_7; ETS translocation variant 6/7
LOC589156,589156 serine/arginine repetitive matrix protein 1 isoform X2	K09434 ERF; ETS domain-containing transcription factor ERF
LOC591116,"591116 GA-binding protein alpha chain isoform X1	K09441 GABPA; GA-binding protein transcription factor, alpha"
LOC578336,578336 uncharacterized protein LOC578336	K09445 IRF4; interferon regulatory factor 4
LOC580208,580208 transcriptional enhancer factor TEF-1	K09448 TEAD; transcriptional enhancer factor
LOC575231,575231 putative transcription factor p65 homolog isoform X2	K09254 REL; c-Rel proto-oncogene protein
LOC574850,574850 NF-kappa-B inhibitor epsilon	K05872 NFKBIE; NF-kappa-B inhibitor epsilon
LOC100889594,100889594 uncharacterized protein LOC100889594	K14242 NFKBIZ; NF-kappa-B inhibitor zeta
LOC586926,586926 NF-kappa-B inhibitor-like protein 1	K09256 NFKBIL1; NF-kappa-B inhibitor-like protein 1
LOC591115,591115 tonsoku-like protein	K09257 NFKBIL2; NF-kappa-B inhibitor-like protein 2
LOC100888145,"100888145 GA-binding protein subunit beta-1	K09454 GABPB; GA-binding protein transcription factor, beta"
LOC590859,590859 nuclear factor of activated T-cells	K17335 NFAT5; nuclear factor of activated T-cells 5
LOC576433,576433 signal transducer and activator of transcription 5B isoform X1	K11224 STAT5B; signal transducer and activator of transcription 5B
LOC756859,756859 cellular tumor antigen p53 isoform X1	K10149 TP63; tumor protein p63
LOC591326,591326 myocyte-specific enhancer factor 2A isoform X1	K09260 MEF2A; MADS-box transcription enhancer factor 2A
LOC592160,592160 serum response factor isoform X1	K04378 SRF; serum response factor
LOC593520,593520 transcription factor SOX-4	K23581 SOX4; transcription factor SOX4 (SOX group C)
LOC581729,581729 LOW QUALITY PROTEIN: transcription factor Sox-10	K18435 SOX9; transcription factor SOX9 (SOX group E)
LOC100890711,100890711 protein capicua homolog isoform X1	K20225 CIC; capicua transcriptional repressor
LOC100889266,100889266 protein capicua homolog	K20225 CIC; capicua transcriptional repressor
LOC100889326,100889326 protein capicua homolog isoform X1	K20225 CIC; capicua transcriptional repressor
LOC752324,752324 HMG box transcription factor BBX	K21643 BBX; HMG box transcription factor BBX
LOC583948,583948 HMG box-containing protein 1	K21644 HBP1; HMG box transcription factor 1
LOC576427,576427 LOW QUALITY PROTEIN: FACT complex subunit SSRP1	K09272 SSRP1; structure-specific recognition protein 1
LOC593781,593781 nucleolar transcription factor 1-A isoform X1	K09273 UBTF; upstream-binding transcription factor
LOC373538,"373538 LOW QUALITY PROTEIN: nf-Y-A subunit	K08064 NFYA; nuclear transcription factor Y, alpha"
LOC589551,"589551 nuclear transcription factor Y subunit gamma isoform X1	K08066 NFYC; nuclear transcription factor Y, gamma"
LOC588186,588186 transcription factor CP2	K09275 TFCP2; transcription factor CP2 and related proteins
LOC580680,580680 Y-box factor homolog isoform X1	K09276 YBX1; Y-box-binding protein 1
LOC589017,589017 myelin regulatory factor-like protein isoform X1	K24768 MYRF; myelin regulatory factor [EC:3.4.-.-]
LOC594110,594110 high mobility group protein HMGI-C	K09283 HMGA2; high mobility group AT-hook protein 2
LOC576774,576774 T-box transcription factor T homolog isoform X1	K10172 BRA; brachyury protein
LOC586389,586389 optomotor-blind protein	K10174 TBR1; T-box brain protein 1
LOC585491,585491 T-box transcription factor TBX1 isoform X1	K10175 TBX1; T-box protein 1
LOC592389,592389 T-box transcription factor TBX3 isoform X2	K10177 TBX3; T-box protein 3
LOC100889015,100889015 T-box protein H15	K10185 TBX20; T-box protein 20
LOC100889993,100889993 doublesex and mab-3 related transcription factor 3	K19490 DMRT3; doublesex- and mab-3-related transcription factor 3
LOC581867,581867 doublesex- and mab-3-related transcription factor A2	K19491 DMRT4_5; doublesex- and mab-3-related transcription factor 4/5
LOC756958,756958 microtubule organization protein AKNA isoform X1	K21404 AKNA; AT-hook-containing transcription factor
LOC100889959,100889959 uncharacterized protein LOC100889959	K21595 CARF; calcium-responsive transcription factor
LOC100888931,100888931 uncharacterized protein LOC100888931	K21595 CARF; calcium-responsive transcription factor
LOC105437646,105437646 uncharacterized protein LOC105437646	K21595 CARF; calcium-responsive transcription factor
LOC105444860,105444860 calmodulin-binding transcription activator 1-like	K21596 CAMTA; calmodulin-binding transcription activator
LOC100891012,100891012 transmembrane protein 18	K22145 TMEM18; transmembrane protein 18
LOC757051,757051 coiled-coil-helix-coiled-coil-helix domain-containing protein 2	K22758 CHCHD2; coiled-coil-helix-coiled-coil-helix domain-containing protein 2
LOC583558,583558 coiled-coil-helix-coiled-coil-helix domain-containing protein 2	K22758 CHCHD2; coiled-coil-helix-coiled-coil-helix domain-containing protein 2
LOC578026,578026 GON-4-like protein	K23804 GON4L; GON-4-like protein
LOC100890417,100890417 DNA-directed RNA polymerase II subunit GRINL1A	K21987 POLR2M; DNA-directed RNA polymerase II subunit GRINL1A
LOC582819,582819 mediator of RNA polymerase II transcription subunit 6	K15128 MED6; mediator of RNA polymerase II transcription subunit 6
LOC582296,582296 mediator of RNA polymerase II transcription subunit 8-B	K15129 MED8; mediator of RNA polymerase II transcription subunit 8
LOC587139,587139 mediator of RNA polymerase II transcription subunit 11	K15131 MED11; mediator of RNA polymerase II transcription subunit 11
LOC105436564,105436564 mediator of RNA polymerase II transcription subunit 11-like	K15131 MED11; mediator of RNA polymerase II transcription subunit 11
LOC578577,578577 mediator of RNA polymerase II transcription subunit 17 isoform X1	K15133 MED17; mediator of RNA polymerase II transcription subunit 17
LOC576519,576519 mediator of RNA polymerase II transcription subunit 18	K15135 MED18; mediator of RNA polymerase II transcription subunit 18
LOC588405,588405 mediator of RNA polymerase II transcription subunit 19	K15137 MED19; mediator of RNA polymerase II transcription subunit 19
LOC105446307,105446307 mediator of RNA polymerase II transcription subunit 20	K13528 MED20; mediator of RNA polymerase II transcription subunit 20
LOC583077,583077 mediator of RNA polymerase II transcription subunit 22	K15139 MED22; mediator of RNA polymerase II transcription subunit 22
LOC581161,581161 mediator of RNA polymerase II transcription subunit 28	K15141 MED28; mediator of RNA polymerase II transcription subunit 28
LOC578297,578297 mediator of RNA polymerase II transcription subunit 29	K15142 MED29; mediator of RNA polymerase II transcription subunit 29
LOC581328,581328 mediator of RNA polymerase II transcription subunit 1	K15144 MED1; mediator of RNA polymerase II transcription subunit 1
LOC100892019,100892019 LOW QUALITY PROTEIN: mediator of RNA polymerase II transcription subunit 7	K15148 MED7; mediator of RNA polymerase II transcription subunit 7
LOC574834,574834 mediator of RNA polymerase II transcription subunit 10	K15151 MED10; mediator of RNA polymerase II transcription subunit 10
LOC591467,591467 mediator of RNA polymerase II transcription subunit 21	K15152 MED21; mediator of RNA polymerase II transcription subunit 21
LOC589842,589842 mediator of RNA polymerase II transcription subunit 31	K15153 MED31; mediator of RNA polymerase II transcription subunit 31
LOC577617,577617 mediator of RNA polymerase II transcription subunit 14	K15156 MED14; mediator of RNA polymerase II transcription subunit 14
LOC593223,593223 mediator of RNA polymerase II transcription subunit 15 isoform X1	K15157 MED15; mediator of RNA polymerase II transcription subunit 15
LOC591360,591360 mediator of RNA polymerase II transcription subunit 16	K15159 MED16; mediator of RNA polymerase II transcription subunit 16
LOC100891568,100891568 cyclin-C isoform X1	K15161 CCNC; cyclin-C
LOC105438645,105438645 cyclin-C isoform X1	K15161 CCNC; cyclin-C
LOC755576,755576 LOW QUALITY PROTEIN: mediator of RNA polymerase II transcription subunit 12-like protein	K15162 MED12; mediator of RNA polymerase II transcription subunit 12
LOC763796,763796 mediator of RNA polymerase II transcription subunit 12-like protein isoform X1	K15162 MED12; mediator of RNA polymerase II transcription subunit 12
LOC575450,575450 mediator of RNA polymerase II transcription subunit 13 isoform X1	K15164 MED13; mediator of RNA polymerase II transcription subunit 13
LOC594548,594548 mediator of RNA polymerase II transcription subunit 23	K15166 MED23; mediator of RNA polymerase II transcription subunit 23
LOC100889995,100889995 mediator of RNA polymerase II transcription subunit 24	K15167 MED24; mediator of RNA polymerase II transcription subunit 24
LOC752848,752848 mediator of RNA polymerase II transcription subunit 25	K15168 MED25; mediator of RNA polymerase II transcription subunit 25
LOC100890425,100890425 mediator of RNA polymerase II transcription subunit 26 isoform X1	K15169 MED26; mediator of RNA polymerase II transcription subunit 26
LOC574681,574681 mediator of RNA polymerase II transcription subunit 27	K15170 MED27; mediator of RNA polymerase II transcription subunit 27
LOC586422,586422 transcription initiation protein SPT3 homolog isoform X1	K11313 SUPT3H; transcription initiation protein SPT3
LOC575712,575712 transcriptional adapter 2-alpha	K11314 TADA2A; transcriptional adapter 2-alpha
LOC105437259,105437259 transcriptional adapter 2-beta	K15127 TADA2B; transcriptional adapter 2-beta
LOC594653,594653 transcriptional adapter 3	K11315 TADA3; transcriptional adapter 3
LOC590572,590572 transcriptional adapter 1	K11317 TADA1; transcriptional adapter 1
LOC100891481,100891481 ataxin-7-like protein 3	K11363 SGF11; SAGA-associated factor 11
LOC589619,589619 SAGA-associated factor 29	K11364 SGF29; SAGA-associated factor 29
LOC100890227,100890227 STAGA complex 65 subunit gamma	K11316 SUPT7L; STAGA complex 65 subunit gamma
LOC576361,576361 uncharacterized protein LOC576361 isoform X2	K11318 ATXN7; ataxin-7
LOC591431,591431 transcription and mRNA export factor ENY2	K11368 ENY2; enhancer of yellow 2 transcription factor
LOC589355,589355 transcription activator BRG1 isoform X1	K11647 SMARCA2_4; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2/4 [EC:3.6.4.-]
LOC576136,576136 SWI/SNF complex subunit SMARCC2 isoform X1	K11649 SMARCC; SWI/SNF related-matrix-associated actin-dependent regulator of chromatin subfamily C
LOC576942,576942 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	K11650 SMARCD; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D
LOC588193,"588193 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	K11651 SMARCE1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E, member 1"
LOC586963,586963 actin-like protein 6B	K11340 ACTL6A; actin-like protein 6A
LOC580818,580818 AT-rich interactive domain-containing protein 1A isoform X1	K11653 ARID1; AT-rich interactive domain-containing protein 1
LOC589213,589213 AT-rich interactive domain-containing protein 2	K11765 ARID2; AT-rich interactive domain-containing protein 2
LOC591730,591730 LOW QUALITY PROTEIN: protein polybromo-1	K11757 PBRM1; protein polybromo-1
LOC594692,594692 transcription elongation factor S-II isoform X1	K03145 TFIIS; transcription elongation factor S-II
LOC592015,592015 transcription elongation factor SPT4-A	K15171 SUPT4H1; transcription elongation factor SPT4
LOC592712,592712 transcription elongation factor SPT5	K15172 SUPT5H; transcription elongation factor SPT5
LOC576920,576920 LOW QUALITY PROTEIN: transcription elongation factor SPT6	K11292 SUPT6H; transcription elongation factor SPT6
LOC582240,582240 transcription termination factor 2	K15173 TTF2; transcription termination factor 2 [EC:3.6.4.-]
LOC100889534,100889534 transcription termination factor 2	K15173 TTF2; transcription termination factor 2 [EC:3.6.4.-]
LOC578481,578481 decapping and exoribonuclease protein	K14845 RAI1; RAT1-interacting protein
LOC100894108,100894108 decapping and exoribonuclease protein	K14845 RAI1; RAT1-interacting protein
LOC591906,591906 decapping and exoribonuclease protein-like	K14845 RAI1; RAT1-interacting protein
LOC100893952,100893952 decapping and exoribonuclease protein	K14845 RAI1; RAT1-interacting protein
LOC100892552,100892552 uncharacterized protein LOC100892552	K14845 RAI1; RAT1-interacting protein
LOC577963,577963 decapping and exoribonuclease protein-like	K14845 RAI1; RAT1-interacting protein
LOC575939,575939 regulation of nuclear pre-mRNA domain-containing protein 1B	K15559 RTT103; regulator of Ty1 transposition protein 103
LOC578790,578790 SR-related and CTD-associated factor 4	K13191 RBM16; RNA-binding protein 16
LOC100892083,100892083 uncharacterized protein LOC100892083 isoform X1	K10706 SETX; senataxin [EC:3.6.4.-]
LOC583004,583004 peptidyl-prolyl cis-trans isomerase pin1	K09578 PIN1; peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]
LOC580362,580362 RNA polymerase II-associated factor 1 homolog	K15174 PAF1; RNA polymerase II-associated factor 1
LOC586079,586079 RNA polymerase II-associated factor 1 homolog	K15174 PAF1; RNA polymerase II-associated factor 1
LOC753029,753029 parafibromin	K15175 CDC73; parafibromin
LOC754442,754442 parafibromin	K15175 CDC73; parafibromin
LOC594565,594565 LOW QUALITY PROTEIN: RNA polymerase-associated protein CTR9 homolog	K15176 CTR9; RNA polymerase-associated protein CTR9
LOC576164,576164 RNA polymerase-associated protein LEO1 isoform X1	K15177 LEO1; RNA polymerase-associated protein LEO1
LOC581769,581769 RNA polymerase-associated protein RTF1 homolog	K15178 RTF1; RNA polymerase-associated protein RTF1
LOC582446,582446 negative elongation factor A	K15179 WHSC2; negative elongation factor A
LOC575589,575589 negative elongation factor B	K15180 COBRA1; negative elongation factor B
LOC581078,581078 negative elongation factor C/D isoform X1	K15181 TH1L; negative elongation factor C/D
LOC584649,584649 negative elongation factor E	K15182 RDBP; negative elongation factor E
LOC105439058,105439058 ELL-associated factor 2	K15186 EAF; ELL-associated factor
LOC577123,577123 protein AF-9	K15187 MLLT1_3; YEATS domain-containing protein 1/3
LOC585512,585512 cyclin-T1	K15188 CCNT; cyclin T
LOC587630,587630 protein HEXIM	K15189 HEXIM1_2; protein HEXIM1/2
LOC584993,584993 probable RNA methyltransferase Y17G7B.18	K15190 MEPCE; 7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-]
LOC589145,589145 la-related protein 7 isoform X1	K15191 LARP7; La-related protein 7
LOC583360,583360 TATA-binding protein-associated factor 172	K15192 BTAF1; TATA-binding protein-associated factor [EC:3.6.4.-]
LOC594380,594380 protein Dr1	K21751 DR1; down-regulator of transcription 1
LOC576577,576577 dr1-associated corepressor isoform X1	K21752 DRAP1; Dr1-associated corepressor
LOC100889254,100889254 protein SPT2 homolog	K15193 SPTY2D1; protein SPT2
LOC579182,579182 AF4/FMR2 family member 3	K15195 AFF3; AF4/FMR2 family member 3
LOC594198,594198 protein IWS1 homolog	K17498 SPN1; transcription factor SPN1
LOC588871,588871 RNA polymerase II-associated protein 1	K20826 RPAP1; RNA polymerase II-associated protein 1
LOC577383,577383 RNA polymerase II-associated protein 3	K23002 RPAP3; RNA polymerase II-associated protein 3
LOC591068,591068 cyclin-K	K23326 CCNK; cyclin K
LOC589687,589687 GPN-loop GTPase 2	K24104 GPN; GPN-loop GTPase
LOC585140,585140 LOW QUALITY PROTEIN: GPN-loop GTPase 3	K24104 GPN; GPN-loop GTPase
LOC593577,593577 GPN-loop GTPase 1	K24104 GPN; GPN-loop GTPase
LOC589274,589274 transcription factor IIIB 90 kDa subunit	K15196 BRF1; transcription factor IIIB 90 kDa subunit
LOC581783,581783 transcription factor IIIB 50 kDa subunit	K15197 BRF2; transcription factor IIIB 50 kDa subunit
LOC100889889,100889889 transcription factor TFIIIB component B'' homolog	K15198 BDP1; transcription factor TFIIIB component B''
LOC588089,588089 general transcription factor 3C polypeptide 1 isoform X1	K15199 GTF3C1; general transcription factor 3C polypeptide 1
LOC100891622,100891622 general transcription factor 3C polypeptide 2 isoform X1	K15200 GTF3C2; general transcription factor 3C polypeptide 2
LOC582926,582926 general transcription factor 3C polypeptide 3	K15201 GTP3C3; general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)
LOC756837,756837 uncharacterized protein LOC756837 isoform X1	K11310 GTF3C4; general transcription factor 3C polypeptide 4 [EC:2.3.1.48]
LOC100893550,100893550 uncharacterized protein LOC100893550 isoform X1	K11310 GTF3C4; general transcription factor 3C polypeptide 4 [EC:2.3.1.48]
LOC100891415,100891415 general transcription factor 3C polypeptide 5	K15202 GTF3C5; general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
LOC592936,592936 general transcription factor 3C polypeptide 6 isoform X3	K15203 GTF3C6; general transcription factor 3C polypeptide 6
LOC754634,754634 snRNA-activating protein complex subunit 1	K15208 SNAPC1; snRNA-activating protein complex subunit 1
LOC583428,583428 snRNA-activating protein complex subunit 3	K15210 SNAPC3; snRNA-activating protein complex subunit 3
LOC100890799,100890799 zinc finger protein 143	K20828 ZNF143_76; zinc finger protein 143/76
LOC105440467,105440467 TATA box-binding protein-associated factor RNA polymerase I subunit A isoform X1	K15212 TAF1A; TATA box-binding protein-associated factor RNA polymerase I subunit A
LOC105437666,105437666 TATA box-binding protein-associated factor RNA polymerase I subunit B-like	K15213 TAF1B; TATA box-binding protein-associated factor RNA polymerase I subunit B
LOC764044,764044 TATA box-binding protein-associated factor RNA polymerase I subunit C	K15214 TAF1C; TATA box-binding protein-associated factor RNA polymerase I subunit C
LOC578942,578942 RNA polymerase I-specific transcription initiation factor RRN3	K15216 RRN3; RNA polymerase I-specific transcription initiation factor RRN3
LOC764515,764515 upstream activation factor subunit spp27	K15223 UAF30; upstream activation factor subunit UAF30
LOC583705,583705 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	K11654 SMARCA5; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-]
LOC100891604,100891604 transcription termination factor 1	K15225 TTF1; transcription termination factor 1
LOC105443391,105443391 transcription termination factor 1-like	K15225 TTF1; transcription termination factor 1
LOC580281,580281 cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	K14589 CMTR1; cap1 methyltransferase [EC:2.1.1.57]
LOC579852,579852 uncharacterized protein LOC579852	K14590 CMTR2; cap2 methyltransferase [EC:2.1.1.296]
LOC582326,582326 glycine-rich RNA-binding protein GRP1A	K18708 FAM103A1; RNMT-activating mini protein
LOC589354,589354 N6-adenosine-methyltransferase catalytic subunit	K05925 METTL3; mRNA m6A methyltransferase catalytic subunit [EC:2.1.1.348]
LOC579669,579669 N6-adenosine-methyltransferase non-catalytic subunit	K23960 METTL14; mRNA m6A methyltransferase non-catalytic subunit
LOC588854,588854 RNA N6-adenosine-methyltransferase mettl16	K11393 METTL16; U6 snRNA m6A methyltransferase [EC:2.1.1.346]
LOC580176,580176 FK506-binding protein 5 isoform X1	K22824 WTAP; pre-mRNA-splicing regulator WTAP
LOC580517,580517 LOW QUALITY PROTEIN: protein virilizer homolog	K22910 VIRMA; protein virilizer
LOC100891806,100891806 zinc finger CCCH domain-containing protein 13	K22909 ZC3H13; zinc finger CCCH domain-containing protein 13
LOC100890483,100890483 zinc finger CCCH domain-containing protein 13 isoform X1	K22909 ZC3H13; zinc finger CCCH domain-containing protein 13
LOC752241,752241 trichohyalin	K22909 ZC3H13; zinc finger CCCH domain-containing protein 13
LOC585734,585734 SAFB-like transcription modulator isoform X2	K22909 ZC3H13; zinc finger CCCH domain-containing protein 13
LOC105446241,105446241 serine/arginine repetitive matrix protein 1	K22909 ZC3H13; zinc finger CCCH domain-containing protein 13
LOC105438362,105438362 uncharacterized protein LOC105438362	K22909 ZC3H13; zinc finger CCCH domain-containing protein 13
LOC100893308,100893308 poly(A) RNA polymerase GLD2	K14079 PAPD4; poly(A) RNA polymerase GLD2 [EC:2.7.7.19]
LOC100893106,100893106 speckle targeted PIP5K1A-regulated poly(A) polymerase-like	K18709 TUT1; speckle targeted PIP5K1A-regulated poly(A) polymerase [EC:2.7.7.19 2.7.7.52]
LOC579335,579335 RNA demethylase ALKBH5	K10767 ALKBH5; mRNA N6-methyladenine demethylase [EC:1.14.11.53]
LOC577270,577270 probable ATP-dependent RNA helicase DHX40	K18711 DHX40; ATP-dependent RNA helicase DHX40 [EC:3.6.4.13]
LOC587495,587495 DNA/RNA-binding protein KIN17	K13102 KIN; DNA/RNA-binding protein KIN17
LOC100894107,100894107 methyltransferase-like protein 22	K23040 METTL22; methyltransferase-like protein 22 [EC:2.1.1.-]
LOC594195,594195 terminal nucleotidyltransferase 5C	K23033 TENT5A_B; terminal nucleotidyltransferase 5A/B [EC:2.7.7.-]
LOC575638,575638 zinc finger CCCH domain-containing protein 14 isoform X1	K23038 ZC3H14; zinc finger CCCH domain-containing protein 14
LOC583587,583587 PCI domain-containing protein 2 isoform X1	K23801 PCID2; nuclear mRNA export protein PCID2/THP1
LOC577645,577645 centrin-3	K16466 CETN3; centrin-3
LOC100891813,100891813 germinal-center associated nuclear protein	K24317 MCM3AP; germinal-center associated nuclear protein [EC:2.3.1.48]
LOC581523,581523 acidic leucine-rich nuclear phosphoprotein 32 family member B isoform X2	K18646 ANP32A_C_D; acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D
LOC576570,576570 ELAV-like protein 3 isoform X4	K13208 ELAVL2_3_4; ELAV like protein 2/3/4
LOC574675,574675 LOW QUALITY PROTEIN: FAS-associated factor 2	K18726 FAF2; FAS-associated factor 2
LOC100892809,100892809 protein-lysine methyltransferase METTL21D	K21806 VCPKMT; protein N-lysine methyltransferase METTL21D [EC:2.1.1.-]
LOC581937,581937 exportin-7	K18460 XPO7; exportin-7
LOC583328,583328 glycine-rich RNA-binding protein 8	K24086 EIF4H; translation initiation factor 4H
LOC576259,576259 trithorax group protein osa isoform X2	K18728 EIF4ENIF1; eukaryotic translation initiation factor 4E transporter
LOC593035,593035 protein angel homolog 2	K18729 ANGEL; protein angel
LOC105437587,105437587 glucose-repressible alcohol dehydrogenase transcriptional effector-like	K18729 ANGEL; protein angel
LOC584322,584322 cytoplasmic polyadenylation element-binding protein 2 isoform X2	K02602 CPEB; cytoplasmic polyadenylation element-binding protein
LOC756234,756234 cytoplasmic polyadenylation element-binding protein 1	K02602 CPEB; cytoplasmic polyadenylation element-binding protein
